State,District,Crop,Year,Season,Area,Area Units,Production,Production Units,Yield
Andhra Pradesh,KHAMMAM,Arhar/Tur,2003-04,Kharif,29176,Hectare,15405,Tonnes,0.528002468
Andhra Pradesh,KHAMMAM,Arhar/Tur,2003-04,Rabi,774,Hectare,409,Tonnes,0.528423773
Andhra Pradesh,KRISHNA,Arhar/Tur,2001-02,Kharif,7714,Hectare,4922,Tonnes,0.638060669
Andhra Pradesh,KRISHNA,Arhar/Tur,2001-02,Rabi,80,Hectare,51,Tonnes,0.6375
Andhra Pradesh,KRISHNA,Arhar/Tur,2002-03,Kharif,7425,Hectare,3438,Tonnes,0.463030303
Andhra Pradesh,KRISHNA,Arhar/Tur,2002-03,Rabi,126,Hectare,58,Tonnes,0.46031746
Andhra Pradesh,KRISHNA,Arhar/Tur,2003-04,Kharif,9632,Hectare,6357,Tonnes,0.659987542
Andhra Pradesh,KURNOOL,Arhar/Tur,2001-02,Kharif,26743,Hectare,10216,Tonnes,0.382006506
Andhra Pradesh,KURNOOL,Arhar/Tur,2001-02,Rabi,958,Hectare,366,Tonnes,0.382045929
Andhra Pradesh,KURNOOL,Arhar/Tur,2002-03,Kharif,31397,Hectare,13187,Tonnes,0.420008281
Andhra Pradesh,KURNOOL,Arhar/Tur,2002-03,Rabi,622,Hectare,261,Tonnes,0.419614148
Andhra Pradesh,KURNOOL,Arhar/Tur,2003-04,Kharif,33380,Hectare,13552,Tonnes,0.405991612
Andhra Pradesh,KURNOOL,Arhar/Tur,2003-04,Rabi,197,Hectare,80,Tonnes,0.406091371
Andhra Pradesh,MAHBUBNAGAR,Arhar/Tur,2001-02,Kharif,57586,Hectare,16297,Tonnes,0.283002813
Andhra Pradesh,MAHBUBNAGAR,Arhar/Tur,2001-02,Rabi,7,Hectare,2,Tonnes,0.285714286
Andhra Pradesh,MAHBUBNAGAR,Arhar/Tur,2002-03,Kharif,58008,Hectare,24073,Tonnes,0.414994484
Andhra Pradesh,MAHBUBNAGAR,Arhar/Tur,2003-04,Kharif,60205,Hectare,24022,Tonnes,0.399003405
Andhra Pradesh,MAHBUBNAGAR,Arhar/Tur,2003-04,Rabi,2,Hectare,1,Tonnes,0.5
Andhra Pradesh,MEDAK,Arhar/Tur,2001-02,Kharif,19399,Hectare,9971,Tonnes,0.513995567
Andhra Pradesh,MEDAK,Arhar/Tur,2002-03,Kharif,18894,Hectare,6122,Tonnes,0.324018207
Andhra Pradesh,MEDAK,Arhar/Tur,2002-03,Rabi,44,Hectare,14,Tonnes,0.318181818
Andhra Pradesh,MEDAK,Arhar/Tur,2003-04,Kharif,24559,Hectare,12746,Tonnes,0.518995073
Andhra Pradesh,MEDAK,Arhar/Tur,2003-04,Rabi,7,Hectare,4,Tonnes,0.571428571
Arunachal Pradesh,TIRAP,Ginger,2001-02,Whole Year,110,Hectare,500,Tonnes,4.545454545
Arunachal Pradesh,TIRAP,Ginger,2002-03,Whole Year,116,Hectare,528,Tonnes,4.551724138
Arunachal Pradesh,TIRAP,Ginger,2003-04,Whole Year,115,Hectare,530,Tonnes,4.608695652
Arunachal Pradesh,UPPER SIANG,Ginger,2003-04,Whole Year,15,Hectare,100,Tonnes,6.666666667
Arunachal Pradesh,UPPER SUBANSIRI,Ginger,2001-02,Whole Year,55,Hectare,275,Tonnes,5
Arunachal Pradesh,UPPER SUBANSIRI,Ginger,2002-03,Whole Year,60,Hectare,303,Tonnes,5.05
Arunachal Pradesh,UPPER SUBANSIRI,Ginger,2003-04,Whole Year,65,Hectare,308,Tonnes,4.738461538
Arunachal Pradesh,WEST KAMENG,Ginger,2001-02,Whole Year,45,Hectare,68,Tonnes,1.511111111
Arunachal Pradesh,WEST KAMENG,Ginger,2002-03,Whole Year,45,Hectare,68,Tonnes,1.511111111
